"Surname","CreditScore","Geography","Gender","Age","Tenure","Balance","NumOfProducts","HasCrCard","IsActiveMember","EstimatedSalary","Exited","Satisfaction.Score","Card.Type","Point.Earned"
"Davidson",714,"Spain","Male","25",2,0,1,1,1,132979.43,0,3,"DIAMOND",484
"McKay",559,"France","Female","43",1,0,2,1,1,196645.87,0,2,"DIAMOND",701
"Bogdanova",577,"Spain","Female","44",8,115557,1,0,1,127506.76,0,1,"DIAMOND",336
"Lavrentiev",647,"Germany","Female","35",3,166518.63,2,1,0,147930.46,0,4,"PLATINUM",507
"Corser",554,"Spain","Male","30",6,135370.12,1,1,1,179689.05,1,4,"PLATINUM",664
"Alexeeva",549,"Germany","Male","54",5,92877.33,1,1,0,2619.64,1,1,"DIAMOND",447
"Madueke",528,"France","Female","26",10,102073.67,2,0,0,166799.93,0,4,"SILVER",370
"Barber",720,"Germany","Male","46",3,97042.6,1,1,1,133516.51,1,2,"GOLD",809
"McCardle",743,"Spain","Male","41",7,0,1,1,0,163736.09,1,2,"PLATINUM",832
"Radcliffe-Brown",615,"Germany","Male","24",8,108528.07,2,0,0,179488.41,1,2,"DIAMOND",312
"Ni",635,"Germany","Female","44",2,79064.85,2,0,1,113291.75,0,1,"PLATINUM",855
"Chukwumaobim",686,"Spain","Male","45",3,74274.87,3,1,0,64907.48,1,4,"GOLD",228
"Dennis",840,"Spain","Female","36",6,0,2,1,0,141364.27,0,2,"GOLD",429
"Hayward",695,"France","Male","43",1,100421.1,1,1,1,101141.28,0,1,"GOLD",979
"Jones",564,"France","Male","26",7,84006.88,2,0,0,183490.99,0,5,"SILVER",984
"L?",805,"France","Female","31",4,0,2,1,0,4798.12,0,2,"PLATINUM",863
"Nelson",558,"Spain","Male","45",4,0,1,1,0,131807.14,0,4,"GOLD",248
"Cardus",657,"France","Female","39",4,80293.81,1,1,0,97192.76,0,1,"DIAMOND",681
"Whitehouse",641,"France","Female","42",7,125437.14,2,0,0,164128.58,0,3,"PLATINUM",551
"Johnstone",755,"France","Male","36",8,0,2,1,0,176809.87,0,2,"GOLD",549
"Tsui",483,"France","Male","48",1,0,2,1,1,110059.38,0,3,"DIAMOND",471
"Chia",545,"Germany","Female","44",2,127536.44,1,1,0,108398.63,0,5,"PLATINUM",320
"Su",678,"France","Male","66",8,0,2,1,1,47117.03,0,1,"PLATINUM",636
"Calabresi",781,"Germany","Female","48",9,82794.18,1,1,0,124720.68,1,5,"DIAMOND",834
"Ts'ui",571,"Spain","Female","22",3,108117.1,1,0,1,53328.7,0,2,"PLATINUM",920
"McCulloch",634,"Spain","Female","35",10,0,1,1,0,82634.41,0,3,"GOLD",557
"Koo",523,"Germany","Male","27",8,61688.61,2,1,0,147059.16,0,4,"GOLD",316
"Miller",501,"France","Female","40",2,0,2,0,0,141946.92,0,5,"GOLD",872
"Woolnough",662,"France","Male","74",6,0,2,1,0,123583.85,0,1,"SILVER",512
"Douglas",573,"Spain","Male","50",0,159304.07,1,0,1,155915.24,1,4,"SILVER",466
"Fang",648,"Germany","Male","33",5,138664.24,1,1,0,29076.27,0,1,"PLATINUM",403
"Munro",662,"France","Female","22",2,126362.57,2,1,1,97382.8,0,5,"SILVER",964
"Vinogradov",725,"France","Male","39",4,160652.45,2,1,0,57643.55,0,1,"GOLD",571
"Lai",563,"France","Female","35",2,183572.84,1,1,1,66006.75,1,2,"SILVER",488
"Udegbulam",628,"France","Male","31",0,88421.81,1,0,0,72350.47,0,2,"SILVER",800
"Mao",546,"Spain","Female","45",2,0,1,0,0,197789.83,1,4,"DIAMOND",603
"Onyekaozulu",688,"Germany","Male","41",2,112871.19,2,0,1,65520.74,0,2,"PLATINUM",335
"Fu",850,"Germany","Male","41",8,60880.68,1,1,0,31825.84,0,4,"SILVER",448
"Cross",614,"France","Female","34",5,0,2,1,0,185561.89,0,5,"SILVER",399
"Snider",719,"France","Female","37",9,101455.7,1,1,0,25803.59,1,3,"PLATINUM",844
"Harrison",757,"France","Female","71",0,88084.13,2,1,1,154337.47,0,4,"PLATINUM",522
"Dale",669,"France","Male","29",7,0,2,1,1,138145.62,0,2,"GOLD",913
"Udinese",438,"Germany","Male","59",7,127197.14,1,1,0,51565.98,1,2,"PLATINUM",550
"DeRose",492,"France","Male","39",7,0,2,0,1,71323.23,0,5,"PLATINUM",399
"Hay",622,"France","Female","39",9,83456.79,2,0,0,38882.34,0,3,"GOLD",342
"Bruce",645,"France","Male","42",4,98298.18,1,1,1,676.06,0,4,"DIAMOND",234
"Romani",728,"France","Male","37",0,0,2,1,1,72203.8,0,1,"PLATINUM",851
"Tseng",651,"France","Male","35",2,86911.8,1,1,0,174094.24,0,5,"PLATINUM",849
"Tang",783,"Germany","Female","42",2,139707.28,1,1,0,2150.22,0,2,"GOLD",501
"Isayeva",732,"Spain","Female","67",1,0,2,1,1,177783.04,0,5,"DIAMOND",407
"Hill",553,"Spain","Female","39",1,142876.98,2,1,0,44363.42,0,4,"PLATINUM",649
"Barnes",660,"France","Male","30",7,146301.31,1,0,0,96847.91,0,1,"PLATINUM",950
"Moreno",670,"France","Female","40",3,47364.45,1,1,1,148579.43,1,2,"PLATINUM",578
"McGregor",718,"France","Male","38",7,0,2,1,0,38308.34,0,2,"SILVER",680
"Genovese",787,"France","Male","51",0,58137.08,1,0,1,142538.31,0,5,"DIAMOND",456
"Gill",775,"Germany","Female","38",6,179886.41,2,0,0,153122.58,0,3,"PLATINUM",724
"Ts'ai",479,"Germany","Male","24",6,107637.97,2,0,1,169505.83,0,5,"PLATINUM",456
"Green",660,"France","Female","20",6,167685.56,1,1,0,57929.9,0,5,"DIAMOND",345
"Martin",721,"Germany","Male","68",4,136525.99,1,0,0,175399.14,0,4,"SILVER",439
"Johnson",659,"Germany","Male","39",8,52106.33,2,1,1,107964.36,0,1,"SILVER",595
"Onio",743,"France","Female","39",8,0,1,1,0,94263.44,0,3,"PLATINUM",296
"Vaguine",670,"France","Female","45",9,104930.38,1,1,0,155921.81,1,3,"PLATINUM",720
"Manna",766,"Germany","Female","34",6,106434.94,1,0,1,137995.66,1,1,"DIAMOND",384
"Toomey",845,"Spain","Female","38",2,112803.92,1,1,0,179631.85,0,1,"DIAMOND",881
"Bell",710,"Germany","Female","46",10,120530.34,1,1,0,166586.99,1,4,"DIAMOND",977
"Bonwick",602,"Germany","Female","43",2,113641.49,4,1,0,115116.35,1,2,"GOLD",679
"Folliero",604,"Spain","Male","43",2,145081.72,1,1,1,23881.62,0,2,"DIAMOND",852
"Holt",564,"Spain","Female","35",9,0,2,1,1,105837.38,0,4,"GOLD",505
"Brown",637,"Germany","Female","27",7,135842.89,1,1,1,101418.05,0,3,"DIAMOND",483
"Ch'ang",527,"France","Female","31",1,112203.25,1,1,0,182266.01,0,3,"GOLD",903
"Fiorentini",687,"France","Male","34",7,129895.19,1,0,1,28698.17,0,3,"GOLD",478
"Middleton",756,"Germany","Male","41",6,149049.92,1,0,1,50422.36,1,4,"DIAMOND",783
"Millar",503,"Germany","Male","42",9,153279.39,1,1,1,151336.96,0,4,"DIAMOND",307
"Osborne",657,"Spain","Male","42",5,41473.33,1,1,0,112979.6,1,2,"GOLD",603
"Feng",666,"France","Female","40",2,0,2,0,0,36371.27,0,2,"SILVER",879
"Vale",615,"Germany","Male","39",5,113193.51,2,1,1,52166.25,0,4,"PLATINUM",624
"Arkwookerum",712,"Germany","Male","27",8,113174.21,2,1,0,147261.58,0,4,"GOLD",622
"Lujan",764,"France","Female","24",0,0,2,1,0,88724.49,0,3,"GOLD",470
"Alexeyeva",471,"France","Male","42",3,164951.56,1,1,0,190531.77,0,3,"DIAMOND",361
"Gannon",608,"Spain","Male","27",4,153325.1,1,1,1,199953.33,0,3,"SILVER",778
"Prokhorova",682,"Spain","Female","47",10,134032.01,1,1,0,144290.97,0,3,"DIAMOND",725
"Romero",587,"Germany","Female","32",3,125445.04,2,1,1,130514.78,0,3,"SILVER",764
"Toscani",714,"Germany","Female","35",6,126077.43,2,1,1,53954.24,0,2,"DIAMOND",352
"Onwuamaegbu",630,"Spain","Female","31",1,0,2,1,1,169802.73,0,4,"PLATINUM",402
"King",648,"Germany","Female","28",8,90371.09,1,1,1,146851.73,0,4,"PLATINUM",842
"Trentino",785,"France","Female","40",3,0,2,1,1,96832.82,0,1,"GOLD",222
"Peacock",601,"Germany","Female","47",1,142802.02,1,1,1,57553.02,0,1,"SILVER",712
"Nnaife",717,"France","Female","28",1,90537.16,1,0,1,74800.99,0,3,"GOLD",448
"Chao",707,"France","Female","44",6,0,2,1,1,192542.17,0,4,"GOLD",463
"Barese",771,"France","Female","23",7,156123.73,1,1,0,72990.62,0,3,"DIAMOND",769
"Udegbulam",602,"France","Female","35",5,0,2,1,0,31050.02,0,5,"DIAMOND",414
"Fu",626,"France","Male","38",7,141074.59,1,1,0,52795.56,1,2,"DIAMOND",323
"Onwuatuegwu",588,"Spain","Male","59",4,0,2,1,1,27435.41,0,3,"SILVER",330
"Degtyaryov",616,"Germany","Female","42",6,117899.95,2,0,0,150266.81,0,3,"PLATINUM",653
"Nnaemeka",621,"Spain","Male","33",4,0,2,1,1,40299.23,0,4,"SILVER",914
"Udinese",674,"France","Male","26",6,166257.96,1,1,1,149369.41,0,1,"PLATINUM",870
"Mitchell",633,"Spain","Female","46",3,0,2,1,0,120250.58,0,2,"DIAMOND",477
"Ch'en",698,"Germany","Female","64",1,169362.43,1,1,0,84760.32,1,2,"SILVER",841
"Golovanov",508,"France","Male","26",7,205962,1,1,0,156424.4,0,1,"DIAMOND",954
"Efimov",736,"France","Female","24",0,0,2,1,0,109355.73,1,1,"SILVER",446
"Davidson",672,"Germany","Male","68",0,126061.51,2,1,1,184936.77,0,4,"GOLD",564
"Wade",613,"France","Female","21",7,105627.95,1,1,1,36560.51,0,5,"GOLD",495
"Maynard",712,"France","Male","32",9,100606.02,1,1,0,165693.06,0,1,"DIAMOND",542
"Murphy",624,"France","Female","38",3,0,2,1,1,163666.85,0,3,"PLATINUM",357
"Zotova",676,"France","Male","38",1,0,2,0,1,35644.79,0,4,"GOLD",498
"Hannah",683,"Germany","Female","32",0,138171.1,2,1,1,188203.58,0,1,"DIAMOND",433
"Cartagena",489,"France","Female","31",7,139395.08,1,0,1,6120.84,0,4,"PLATINUM",348
"Hall",739,"France","Male","29",1,0,2,1,1,164484.78,0,5,"DIAMOND",852
"Hunt",701,"France","Female","37",3,0,2,1,1,164268.28,0,5,"GOLD",647
"Greece",666,"Germany","Female","50",7,109062.28,1,1,1,140136.1,1,5,"GOLD",542
"Thomson",565,"Germany","Female","40",1,89994.71,2,0,1,121084.27,0,4,"PLATINUM",576
"Victor",666,"France","Male","36",3,0,2,1,0,35156.54,0,2,"DIAMOND",995
"Mitchell",633,"France","Male","59",2,103996.74,1,1,1,103159.11,0,4,"PLATINUM",678
"Olisaemeka",578,"France","Male","34",4,175111.11,1,1,1,74858.3,0,2,"SILVER",311
"Krawczyk",812,"Spain","Female","49",8,66079.45,2,0,0,91556.57,1,5,"GOLD",632
"Alexandrova",809,"Germany","Male","33",8,148055.74,1,0,0,199203.21,0,1,"PLATINUM",981
"Paterson",615,"France","Male","36",6,0,1,1,1,27011.8,1,2,"GOLD",566
"Chou",684,"Spain","Female","31",8,0,2,1,0,188637.05,0,4,"SILVER",515
"Abel",544,"France","Male","40",8,0,2,1,0,61581.2,0,5,"DIAMOND",408
"Chesnokova",713,"Germany","Male","47",1,95994.98,1,1,0,197529.23,0,5,"GOLD",757
"Niu",633,"France","Male","37",2,0,2,1,0,182258.17,0,3,"DIAMOND",918
"Sullivan",672,"Germany","Female","23",10,110741.56,1,1,0,80778.5,0,4,"SILVER",455
"Ma",661,"France","Male","35",5,0,1,1,0,155394.52,0,1,"GOLD",698
"Cavill",749,"Spain","Female","28",3,0,1,1,0,3408.7,0,1,"GOLD",811
"Nicholls",635,"Spain","Female","32",8,0,2,1,1,19367.98,1,3,"GOLD",491
"Nnonso",850,"Germany","Female","70",1,96947.58,3,1,0,62282.99,1,5,"GOLD",365
"Gibson",641,"France","Male","41",6,0,2,1,0,65396.79,0,5,"SILVER",226
"Garcia",633,"Germany","Male","30",2,109786.82,2,1,1,139712.81,0,2,"PLATINUM",778
"Renwick",413,"Spain","Male","35",2,0,2,1,1,60972.84,0,1,"GOLD",541
"Norris",538,"France","Male","31",1,0,2,1,0,1375.46,0,1,"PLATINUM",360
"Nkemakonam",437,"France","Female","39",0,102721.49,1,0,0,22191.82,0,1,"GOLD",696
"Piccio",612,"Spain","Male","33",5,69478.57,1,1,0,8973.67,1,1,"PLATINUM",836
"Linton",516,"Germany","Female","53",1,156674.2,1,1,0,118502.34,1,4,"GOLD",827
"Onyekaozulu",826,"Spain","Female","56",8,174506.1,2,0,1,161802.82,1,3,"DIAMOND",808
"Tobenna",660,"Germany","Female","23",6,166070.48,2,0,0,90494.72,0,4,"GOLD",313
"Wang",646,"Germany","Female","29",4,105957.44,1,1,0,15470.91,0,1,"PLATINUM",345
"O'Donnell",767,"France","Male","36",3,0,1,0,0,65147.27,0,2,"DIAMOND",470
"Langlands",640,"France","Male","40",8,110340.68,1,1,1,157886.6,0,4,"DIAMOND",778
"Smith",778,"France","Male","33",1,0,2,1,0,85439.73,0,2,"DIAMOND",624
"Sykes",679,"Germany","Male","52",9,135870.01,2,0,0,54038.62,0,2,"GOLD",510
"Marshall",549,"France","Male","31",4,0,2,0,1,25684.85,0,1,"PLATINUM",427
"Gibson",598,"France","Male","47",2,0,2,1,1,186116.54,0,1,"PLATINUM",316
"Stephenson",655,"France","Female","45",0,0,2,1,0,166830.71,0,2,"GOLD",434
"Y?",494,"France","Male","30",3,85704.95,1,0,1,27886.06,0,2,"PLATINUM",520
"Kang",653,"France","Female","42",1,0,2,1,1,5768.32,0,2,"SILVER",397
"Miller",539,"Germany","Female","38",8,105435.74,1,0,0,80575.44,1,2,"PLATINUM",627
"Kryukov",645,"France","Female","37",1,0,2,1,1,68987.55,0,3,"GOLD",973
"Y?",751,"Germany","Male","34",9,108513.25,2,1,1,27097.82,0,5,"SILVER",264
"Fanucci",528,"France","Male","35",3,156687.1,1,1,0,199320.77,0,4,"PLATINUM",982
"Lombardi",696,"Germany","Male","31",3,150604.52,1,0,0,5566.6,0,5,"PLATINUM",326
"Hs?",716,"France","Female","44",6,155114.9,1,0,0,133871.83,0,5,"SILVER",682
"Anderson",602,"France","Female","35",8,0,2,1,1,152843.53,0,2,"PLATINUM",677
"Trentino",647,"Spain","Female","64",1,91216,1,1,1,41800.18,0,1,"DIAMOND",402
"Donnelly",850,"Germany","Male","61",3,141784.02,1,1,1,92053.75,0,1,"SILVER",781
"Tsou",590,"France","Female","32",0,127763.24,1,1,0,100717.54,0,2,"DIAMOND",417
"Johnson",825,"Spain","Female","32",1,0,2,1,1,42935.15,0,1,"PLATINUM",359
"Watson",850,"Spain","Male","31",6,82613.56,2,1,0,149170.92,0,2,"DIAMOND",791
"Allan",789,"France","Female","32",7,69423.52,1,1,0,107499.39,0,2,"SILVER",666
"Butcher",701,"France","Female","42",6,86167.82,1,1,0,153342.38,0,5,"DIAMOND",958
"Henderson",713,"Spain","Female","47",1,0,1,1,0,107825.08,1,5,"DIAMOND",571
"Boucaut",570,"France","Male","30",2,131406.56,1,1,1,47952.45,0,1,"GOLD",636
"Obiajulu",536,"Germany","Female","44",4,121898.82,1,0,0,131007.18,0,2,"GOLD",763
"Ifeatu",771,"Germany","Male","32",9,77487.2,1,0,0,33143.04,0,3,"SILVER",918
"Kelly",512,"France","Female","75",2,0,1,1,0,123304.62,0,3,"GOLD",355
"Pirozzi",698,"Spain","Male","45",5,164450.94,1,1,0,141970.02,1,3,"SILVER",347
"Siciliano",656,"France","Male","33",7,138705.02,2,1,0,37136.15,0,1,"GOLD",396
"Silva",761,"Spain","Male","37",7,132730.17,1,1,0,199293.01,0,2,"PLATINUM",649
"Iweobiegbunam",709,"France","Female","30",5,0,2,0,1,161388.22,0,3,"PLATINUM",418
"Williamson",597,"Spain","Female","66",3,0,1,1,1,70532.53,0,2,"DIAMOND",414
"Madueke",592,"France","Male","28",2,116498.22,1,1,0,144290.25,0,4,"DIAMOND",238
"Chiagoziem",599,"France","Female","41",1,0,2,1,0,96069.82,0,2,"SILVER",458
"Kwemto",572,"Germany","Female","35",1,139979.07,1,1,0,185662.84,0,4,"SILVER",598
"Zito",611,"Germany","Female","43",9,127216.31,2,0,1,17913.25,0,3,"DIAMOND",564
"Ukaegbunam",634,"France","Female","45",2,0,4,1,0,101039.53,1,2,"SILVER",611
"Trevisani",666,"France","Male","51",2,148222.65,1,0,0,156953.54,1,2,"DIAMOND",595
"Edmondstone",696,"France","Female","41",8,0,2,0,0,28276.83,0,3,"PLATINUM",628
"Chien",669,"France","Female","38",8,0,2,1,0,84049.16,0,4,"PLATINUM",800
"Boni",726,"Spain","Male","30",8,134152.29,1,1,1,147822.44,0,1,"PLATINUM",426
"Yashina",497,"Germany","Female","32",8,111537.23,4,1,1,9497.99,1,5,"SILVER",822
"Georg",750,"Spain","Female","39",7,119565.92,1,1,0,87067.73,0,1,"SILVER",918
"Tung",850,"Spain","Female","29",7,0,2,1,0,23237.25,0,5,"PLATINUM",241
"Michelides",617,"Spain","Male","38",7,0,1,1,1,27239.28,0,1,"DIAMOND",743
"Korovina",652,"Germany","Male","46",10,121063.8,3,1,0,151481.86,1,5,"SILVER",683
"Chuang",560,"Spain","Female","27",7,124995.98,1,1,1,114669.79,0,5,"SILVER",457
"Yuriev",629,"Spain","Male","39",5,0,2,0,0,116748.14,0,5,"GOLD",839
"Chidimma",660,"Germany","Female","52",4,86891.84,1,1,0,90877.76,0,4,"DIAMOND",753
"Stevens",676,"France","Male","38",8,0,2,1,1,133692.88,0,2,"DIAMOND",864
"Kao",581,"Spain","Male","43",9,78022.61,1,0,1,30662.91,0,4,"PLATINUM",914
"Edmund la Touche",798,"France","Male","34",9,154495.79,1,1,0,191395.88,0,1,"PLATINUM",370
"Belousov",705,"France","Male","38",1,189443.72,1,0,1,106648.58,0,3,"PLATINUM",648
"McCane",714,"Spain","Female","31",6,152926.6,1,1,1,50899.91,0,3,"DIAMOND",983
"Parry-Okeden",664,"France","Female","44",8,142989.69,1,1,1,115452.51,1,3,"DIAMOND",750
"Hudson",697,"Germany","Male","43",7,115371.94,2,1,0,64139.1,0,1,"GOLD",538
"Marsden",609,"France","Male","37",6,0,2,0,1,22030.72,0,1,"GOLD",482
"Manfrin",548,"Spain","Male","38",0,178056.54,2,1,0,38434.73,0,5,"SILVER",427
"Ch'ang",850,"Spain","Male","39",6,206014.94,2,0,1,42774.84,1,5,"PLATINUM",748
"Clark",656,"France","Male","41",2,0,2,1,0,158973.77,0,1,"PLATINUM",902
"Aldrich",727,"Germany","Male","37",9,101191.83,1,1,1,34551.35,1,2,"PLATINUM",613
"Khan",642,"France","Female","55",7,0,2,1,1,101515.76,0,1,"PLATINUM",918
"Murray",710,"Spain","Female","31",5,0,2,1,0,9561.73,0,3,"PLATINUM",877
"Anayolisa",710,"Spain","Male","33",1,0,2,1,0,168313.17,0,2,"GOLD",725
"Shillito",718,"France","Female","37",7,0,2,1,1,55100.09,0,5,"PLATINUM",239
"McMillan",586,"Germany","Male","32",1,149814.54,1,1,0,31830.06,0,3,"GOLD",507
"Howells",617,"Spain","Female","36",7,115617.24,1,1,1,71519.4,0,4,"DIAMOND",801
"Stewart",630,"France","Male","28",9,0,2,0,0,32599.35,0,2,"SILVER",625
"Ikechukwu",791,"Germany","Female","42",10,113657.41,2,0,1,139946.68,1,1,"SILVER",634
"Repina",673,"Spain","Male","39",8,138160,1,1,1,110468.51,0,3,"SILVER",778
"Cox",477,"Germany","Female","36",3,117700.86,1,0,0,74042,0,3,"GOLD",775
"Lo",662,"France","Female","37",5,0,2,1,0,151871.84,0,4,"GOLD",622
"Grant",850,"Germany","Male","37",9,122506.38,1,0,1,199693.84,1,2,"PLATINUM",229
"Stevenson",635,"France","Female","58",1,0,1,1,1,58907.08,1,1,"DIAMOND",318
"Kauffmann",537,"France","Male","59",9,0,2,0,0,103799.77,1,4,"GOLD",948
"Samsonova",579,"France","Female","39",3,166501.17,2,1,0,93835.64,0,2,"PLATINUM",340
"Niu",651,"Spain","Female","46",4,89743.05,1,1,0,156425.57,1,5,"PLATINUM",860
"Bock",610,"France","Female","25",2,0,2,1,0,123723.83,0,3,"SILVER",923
"Barlow",581,"France","Male","30",1,0,2,1,0,199464.08,0,4,"PLATINUM",606
"Stevenson",592,"France","Male","39",7,0,2,1,0,83084.33,0,5,"SILVER",563
"Kung",688,"Spain","Female","35",6,0,1,1,0,25488.43,1,1,"SILVER",901
"Nwankwo",681,"France","Female","18",1,98894.39,1,1,1,9596.4,0,1,"GOLD",553
"Brewer",658,"Germany","Male","37",3,168735.74,2,0,0,70370.24,0,3,"PLATINUM",226
"Ch'iu",792,"France","Male","34",1,0,1,0,1,86330.32,0,4,"DIAMOND",836
"Quinn",528,"Germany","Female","62",7,133201.17,1,0,0,168507.68,1,1,"DIAMOND",866
"Kodilinyechukwu",624,"Spain","Female","36",0,0,2,1,0,111605.9,0,3,"GOLD",353
"Ifeanyichukwu",562,"Germany","Male","31",4,127237.25,2,0,1,143317.42,0,4,"DIAMOND",938
"Yermakova",678,"Germany","Male","36",1,117864.85,2,1,0,27619.06,0,3,"SILVER",643
"Sullivan",705,"Germany","Female","64",3,153469.26,3,0,0,146573.66,1,4,"PLATINUM",875
"Grant",650,"Germany","Male","23",4,93911.3,2,1,0,69055.45,0,5,"PLATINUM",774
"Jacka",593,"Spain","Female","46",2,76597.79,1,1,1,54453.72,0,1,"GOLD",520
"Tsai",652,"France","Female","40",4,79927.36,2,1,1,33524.6,0,5,"SILVER",640
"Emery",554,"Spain","Female","27",4,0,2,1,1,135083.73,0,5,"SILVER",738
"Piccio",584,"Germany","Male","32",8,40172.91,1,1,1,137439.34,0,5,"SILVER",995
"Sanders",516,"France","Male","33",7,115195.58,1,1,1,11205.5,0,4,"DIAMOND",943
"Sharp",789,"Germany","Female","43",9,116644.29,2,1,1,60176.1,0,3,"SILVER",642
"Myers",598,"Germany","Male","20",8,180293.84,2,1,1,29552.7,0,1,"SILVER",664
"Campbell",669,"Germany","Female","30",7,139872.81,1,1,0,188795.85,0,3,"SILVER",302
"Abbott",645,"France","Female","24",3,34547.82,1,1,1,11638.17,0,2,"SILVER",581
"Preston",659,"France","Female","32",9,0,2,1,1,93155.75,0,1,"PLATINUM",428
"Atherton",833,"Germany","Male","29",1,96462.25,2,0,1,48986.18,0,4,"PLATINUM",298
"Fanucci",697,"Spain","Female","40",7,130334.35,2,0,1,116951.1,0,4,"PLATINUM",850
"Evans",580,"Germany","Male","39",3,119688.81,1,1,0,137041.26,0,4,"DIAMOND",804
"Cookson",691,"France","Male","38",1,0,2,0,0,44653.5,0,1,"GOLD",885
"Nnachetam",534,"France","Male","52",1,0,3,1,1,104035.41,1,5,"SILVER",278
"Johnstone",478,"France","Female","32",6,71187.24,1,1,1,110593.62,0,3,"GOLD",248
"Hort",572,"France","Female","47",2,0,2,1,0,36099.7,0,4,"GOLD",991
"Johnson",501,"France","Male","37",4,0,2,0,0,12470.3,0,4,"GOLD",453
"Zaytseva",624,"Spain","Female","38",8,0,2,1,0,95403.41,0,5,"PLATINUM",735
"Sorokina",595,"France","Female","39",9,136422.41,1,1,1,151757.81,0,1,"PLATINUM",379
"Diehl",603,"France","Male","30",8,0,2,1,1,47536.46,0,5,"GOLD",320
"Onuchukwu",602,"France","Female","25",0,0,2,1,1,101274.17,0,1,"PLATINUM",502
"Osonduagwuike",500,"France","Female","34",6,0,1,1,1,140268.45,0,2,"PLATINUM",523
"Mead",422,"France","Male","41",6,153238.88,1,1,0,11663.09,0,5,"GOLD",741
"Stewart",615,"France","Male","35",7,0,2,1,0,150784.29,0,1,"GOLD",948
"Thomson",635,"France","Female","78",6,47536.4,1,1,1,119400.08,0,4,"GOLD",896
"Goliwe",711,"France","Female","32",1,0,2,1,0,126188.42,0,4,"SILVER",296
"Lori",834,"France","Male","36",8,142882.49,1,1,0,89983.02,1,3,"DIAMOND",328
"Onwuamaeze",633,"France","Female","44",7,0,2,1,0,29761.29,0,2,"SILVER",627
"Butusov",650,"France","Female","31",1,160566.11,2,0,0,27073.81,0,1,"DIAMOND",404
"Rogers",743,"Germany","Male","65",2,131935.51,1,1,1,96399.67,1,3,"SILVER",399
"Nicholson",567,"France","Male","38",6,127678.8,2,0,0,45422.89,0,1,"GOLD",871
"Rossi",706,"Germany","Female","46",4,105214.58,1,1,0,108699.59,1,3,"PLATINUM",635
"Hall",638,"France","Male","46",9,139859.54,1,1,0,38967.29,0,4,"GOLD",946
"Huddart",641,"France","Female","38",3,0,2,1,0,116466.19,0,4,"DIAMOND",975
"Chinomso",574,"France","Female","34",5,112324.45,2,1,1,17993.43,0,4,"GOLD",674
"Shaw",642,"Germany","Male","30",8,134497.27,1,0,0,43250.54,0,3,"GOLD",999
"Hargreaves",722,"Spain","Female","35",1,120171.58,1,1,0,125240.8,0,2,"SILVER",324
"Swain",623,"France","Male","23",1,106012.2,2,0,1,191415.94,0,2,"GOLD",919
"Butcher",681,"France","Male","25",5,0,1,0,1,90860.97,0,4,"DIAMOND",875
"Stone",530,"France","Female","34",8,0,2,0,1,141872.52,0,2,"GOLD",781
"Allan",797,"France","Female","55",10,0,4,1,1,49418.87,1,1,"GOLD",248
"Wang",653,"France","Male","51",3,0,1,1,0,170426.65,1,3,"SILVER",435
"Colombo",850,"Germany","Male","42",8,119839.69,1,0,1,51016.02,1,2,"GOLD",303
"McKay",581,"Spain","Male","34",1,0,2,0,1,81175.25,0,3,"SILVER",602
"Brient",589,"Germany","Male","38",8,92219.21,1,1,0,99106.97,0,2,"PLATINUM",554
"Yin",555,"Germany","Male","48",3,142055.41,2,0,1,79134.78,0,3,"SILVER",263
"Bellucci",748,"France","Female","49",7,29602.08,1,0,0,163550.58,1,4,"SILVER",699
"Duncan",745,"France","Female","46",7,0,2,1,1,67769.94,0,4,"PLATINUM",483
"Pirozzi",730,"France","Male","34",1,0,2,1,1,126592.01,0,3,"DIAMOND",865
"Findlay",565,"France","Female","44",1,0,2,0,1,89602.81,0,1,"SILVER",691
"King",778,"France","Male","37",3,141803.77,1,0,1,179421.84,0,3,"GOLD",397
"Iweobiegbunam",812,"France","Male","24",10,0,2,1,1,156906.15,0,1,"PLATINUM",658
"Tucker",526,"France","Male","42",1,0,1,0,1,168486.02,0,1,"GOLD",593
"Izmailova",708,"France","Female","47",0,126589.12,2,0,1,132730.07,1,5,"GOLD",856
"Meng",680,"France","Male","33",2,108393.35,1,0,1,39057.67,0,3,"GOLD",425
"Liang",567,"Spain","Male","43",2,115643.58,2,0,0,174606.35,0,2,"DIAMOND",754
"Hutchinson",564,"Spain","Male","48",5,132876.23,1,1,0,79259.77,0,1,"DIAMOND",741
"Shen",709,"France","Female","24",3,110949.41,1,1,1,168515.61,0,5,"DIAMOND",234
"Okwuoma",629,"France","Male","46",1,130666.2,1,1,1,161125.67,1,1,"SILVER",586
"Chinwemma",510,"France","Female","45",10,103821.47,2,0,1,77878.62,0,3,"SILVER",413
"Golubova",506,"France","Female","32",3,0,1,1,1,80823.02,0,3,"PLATINUM",619
"Schiavone",605,"France","Male","39",7,0,1,0,1,119348.28,0,4,"DIAMOND",307
"Moore",650,"Spain","Male","32",1,132187.73,2,1,1,178331.36,0,2,"PLATINUM",960
